# Axial profile TIC nozzle / chemical equilibrium
# Columns:
# 1: Distance from throat [mm]
# 2: Density [kg/m3]
# 3: axial velocity [m/s]
# 4: pressure [Pa]
# 5: temperature [K]
# 6: Mach number [1]
# 7-12: Mass fractions of major species: CO, CO2, H2, H2O, OH, O2
 1.757711600E+02 1.570318481E+00 2.143973429E+03 1.907743747E+06 3.250483700E+03 1.836603343E+00 2.031251980E-01 2.903952178E-01 6.399393510E-03 4.098583255E-01 4.582034322E-02 3.679803497E-02
 1.825442948E+02 1.497671555E+00 2.173551688E+03 1.809896395E+06 3.237344639E+03 1.866877514E+00 2.022301424E-01 2.918024201E-01 6.369665337E-03 4.105279381E-01 4.522520320E-02 3.637611564E-02
 1.895206236E+02 1.426657690E+00 2.203785891E+03 1.713219660E+06 3.221553990E+03 1.899070401E+00 2.009272064E-01 2.938505407E-01 6.323146443E-03 4.115342461E-01 4.438197977E-02 3.571646157E-02
 1.967062423E+02 1.358220071E+00 2.233501921E+03 1.621492190E+06 3.206204049E+03 1.930800811E+00 1.996868023E-01 2.958003541E-01 6.279121154E-03 4.124908463E-01 4.357810281E-02 3.509237664E-02
 2.041074296E+02 1.291954422E+00 2.263054869E+03 1.533552931E+06 3.193033984E+03 1.961673767E+00 1.988020882E-01 2.971912055E-01 6.250298363E-03 4.131443459E-01 4.299546567E-02 3.467698307E-02
 2.117306525E+02 1.227184777E+00 2.293386618E+03 1.446576855E+06 3.174907328E+03 1.995607743E+00 1.971447797E-01 2.997960632E-01 6.190236459E-03 4.144238185E-01 4.194927793E-02 3.381002611E-02
 2.195825720E+02 1.164414288E+00 2.323176398E+03 1.364415537E+06 3.159808784E+03 2.027836702E+00 1.959861742E-01 3.016172280E-01 6.151723301E-03 4.152734720E-01 4.121382837E-02 3.323677402E-02
 2.276700492E+02 1.103335622E+00 2.353215879E+03 1.284848741E+06 3.145698437E+03 2.060106412E+00 1.949996968E-01 3.031678920E-01 6.120386479E-03 4.159809920E-01 4.058337491E-02 3.276530241E-02
 2.360001507E+02 1.044277909E+00 2.383699626E+03 1.207369478E+06 3.127133378E+03 2.095107992E+00 1.932951929E-01 3.058467972E-01 6.059503295E-03 4.172796490E-01 3.952218649E-02 3.187070914E-02
 2.445801552E+02 9.878734194E-01 2.413507787E+03 1.134774117E+06 3.110875563E+03 2.128516695E+00 1.919805781E-01 3.079129983E-01 6.016530861E-03 4.182219041E-01 3.871097228E-02 3.120752231E-02
 2.534175599E+02 9.338498356E-01 2.443082335E+03 1.065829940E+06 3.095972976E+03 2.161356687E+00 1.908764354E-01 3.096484448E-01 5.981931281E-03 4.189966234E-01 3.802638815E-02 3.066700948E-02
 2.625200867E+02 8.820166806E-01 2.472758102E+03 9.996763383E+05 3.078831629E+03 2.195677577E+00 1.893978834E-01 3.119721818E-01 5.931839736E-03 4.200805348E-01 3.711987354E-02 2.990372865E-02
 2.718956893E+02 8.322169182E-01 2.502497254E+03 9.363257925E+05 3.060544786E+03 2.230781518E+00 1.877676044E-01 3.145342896E-01 5.877666334E-03 4.212498385E-01 3.613834663E-02 2.905402548E-02
 2.815525599E+02 7.846061211E-01 2.531740805E+03 8.768889854E+05 3.044597994E+03 2.264470208E+00 1.865134412E-01 3.165053661E-01 5.838815578E-03 4.221130180E-01 3.538267158E-02 2.842582923E-02
 2.914991367E+02 7.391214260E-01 2.560909462E+03 8.203782326E+05 3.029141104E+03 2.298167462E+00 1.853283296E-01 3.183679144E-01 5.802504887E-03 4.229248986E-01 3.466886513E-02 2.783680100E-02
 3.017441108E+02 6.958404276E-01 2.590013651E+03 7.666727825E+05 3.010765954E+03 2.333526974E+00 1.836730721E-01 3.209691709E-01 5.748324020E-03 4.240959313E-01 3.368788696E-02 2.696956710E-02
 3.122964342E+02 6.546431453E-01 2.618991700E+03 7.157679436E+05 2.992140993E+03 2.369122852E+00 1.820020527E-01 3.235951581E-01 5.695192267E-03 4.252498864E-01 3.271001396E-02 2.609522644E-02
 3.231653272E+02 6.155151071E-01 2.647396869E+03 6.683260646E+05 2.975802663E+03 2.403251561E+00 1.806755829E-01 3.256797295E-01 5.655026143E-03 4.261421951E-01 3.193249522E-02 2.542173965E-02
 3.343602870E+02 5.783169000E-01 2.675669287E+03 6.234642412E+05 2.959821790E+03 2.437404829E+00 1.793920574E-01 3.276967996E-01 5.616338092E-03 4.270040038E-01 3.118198552E-02 2.477152002E-02
 3.458910956E+02 5.430131953E-01 2.703823892E+03 5.810549675E+05 2.942079450E+03 2.472432375E+00 1.778841157E-01 3.300664591E-01 5.571576663E-03 4.279972076E-01 3.031582847E-02 2.399496107E-02
 3.577678285E+02 5.095991090E-01 2.731835618E+03 5.410259390E+05 2.923097363E+03 2.508406773E+00 1.761501867E-01 3.327911816E-01 5.517977703E-03 4.291657989E-01 2.932512404E-02 2.308072594E-02
 3.700008633E+02 4.780229012E-01 2.759434655E+03 5.036402083E+05 2.905320331E+03 2.543697560E+00 1.745763172E-01 3.352643833E-01 5.469968860E-03 4.302190972E-01 2.842817763E-02 2.225700794E-02
 3.826008892E+02 4.481897377E-01 2.786615653E+03 4.687657483E+05 2.888440472E+03 2.578075579E+00 1.732091672E-01 3.374127476E-01 5.432012091E-03 4.310818905E-01 2.765644736E-02 2.156324651E-02
 3.955789159E+02 4.200133019E-01 2.813570112E+03 4.360327092E+05 2.871865110E+03 2.612408611E+00 1.718695241E-01 3.395178723E-01 5.394981141E-03 4.319244065E-01 2.690401205E-02 2.088306433E-02
 4.089462834E+02 3.934607414E-01 2.840268593E+03 4.053546174E+05 2.854391604E+03 2.647362322E+00 1.703587705E-01 3.418918360E-01 5.351369836E-03 4.328972936E-01 2.605962461E-02 2.009769010E-02
 4.227146719E+02 3.684754708E-01 2.866754652E+03 3.766202938E+05 2.835573410E+03 2.683043543E+00 1.686730833E-01 3.445406433E-01 5.302752189E-03 4.339807153E-01 2.512286586E-02 1.921271031E-02
 4.368961120E+02 3.449575148E-01 2.892917002E+03 3.496589481E+05 2.816363771E+03 2.718887618E+00 1.669593656E-01 3.472334734E-01 5.254513013E-03 4.350650399E-01 2.417654257E-02 1.831470591E-02
 4.515029954E+02 3.231203685E-01 2.918558613E+03 3.251824676E+05 2.800035429E+03 2.752799346E+00 1.656231993E-01 3.493330592E-01 5.218876410E-03 4.358847933E-01 2.344308484E-02 1.763210583E-02
 4.666917666E+02 3.020084132E-01 2.944381770E+03 3.016256822E+05 2.783166687E+03 2.787511462E+00 1.642317441E-01 3.515195065E-01 5.181845872E-03 4.367373284E-01 2.268255677E-02 1.691892471E-02
 4.818805379E+02 2.828093477E-01 2.969077077E+03 2.803000894E+05 2.766563038E+03 2.820989085E+00 1.629259549E-01 3.535713327E-01 5.149664559E-03 4.375065012E-01 2.197048616E-02 1.626322612E-02
 4.970693091E+02 2.653396649E-01 2.992706354E+03 2.610080444E+05 2.748954203E+03 2.854333121E+00 1.614063380E-01 3.559591160E-01 5.109538223E-03 4.384337917E-01 2.114514090E-02 1.547468852E-02
 5.122580803E+02 2.493570264E-01 3.015562481E+03 2.433412487E+05 2.730814570E+03 2.887728038E+00 1.597417585E-01 3.585746550E-01 5.063744397E-03 4.394712958E-01 2.024506224E-02 1.459288842E-02
 5.274468516E+02 2.347154199E-01 3.037210595E+03 2.274889089E+05 2.715329968E+03 2.918114518E+00 1.585245049E-01 3.604873273E-01 5.034870275E-03 4.401768884E-01 1.958700653E-02 1.398222883E-02
 5.426356228E+02 2.212384097E-01 3.058086459E+03 2.129905740E+05 2.701036204E+03 2.947252410E+00 1.574498773E-01 3.621758912E-01 5.010724717E-03 4.407829556E-01 1.900913094E-02 1.345208790E-02
 5.578243940E+02 2.088190550E-01 3.078341745E+03 1.996321473E+05 2.685261715E+03 2.976946299E+00 1.561261140E-01 3.642558943E-01 4.978041988E-03 4.415653395E-01 1.829805201E-02 1.277210834E-02
 5.730131652E+02 1.973531310E-01 3.097919106E+03 1.873555226E+05 2.669294951E+03 3.006397567E+00 1.547229791E-01 3.664605990E-01 4.942175147E-03 4.424084456E-01 1.754754830E-02 1.203930940E-02
 5.882019365E+02 1.867675679E-01 3.116609438E+03 1.762036069E+05 2.655776412E+03 3.033253292E+00 1.537291938E-01 3.680221156E-01 4.921277586E-03 4.429564402E-01 1.701466411E-02 1.155475569E-02
 6.033907077E+02 1.769621571E-01 3.134793618E+03 1.658682261E+05 2.641832170E+03 3.060001727E+00 1.526844714E-01 3.696636594E-01 4.899254303E-03 4.435355624E-01 1.645322063E-02 1.104249720E-02
 6.185794789E+02 1.678691986E-01 3.152466240E+03 1.562860007E+05 2.626000186E+03 3.087567489E+00 1.513646793E-01 3.717373918E-01 4.868482693E-03 4.443030684E-01 1.574320582E-02 1.036912407E-02
 6.337682502E+02 1.594480412E-01 3.169233351E+03 1.476113324E+05 2.614120872E+03 3.112044415E+00 1.504870986E-01 3.731163070E-01 4.850304922E-03 4.447810817E-01 1.528063571E-02 9.939205187E-03
 6.489570214E+02 1.516146698E-01 3.185716484E+03 1.394634922E+05 2.600435597E+03 3.137556566E+00 1.493787152E-01 3.748578591E-01 4.825332168E-03 4.454135379E-01 1.469108266E-02 9.378050339E-03
 6.641457926E+02 1.443400561E-01 3.201555222E+03 1.319759972E+05 2.586312027E+03 3.162135463E+00 1.483609211E-01 3.764570709E-01 4.806220397E-03 4.459640096E-01 1.413738727E-02 8.891328805E-03
 6.793345638E+02 1.375793578E-01 3.216774203E+03 1.250919596E+05 2.575224748E+03 3.184661804E+00 1.476323907E-01 3.776017829E-01 4.794266860E-03 4.463328424E-01 1.374961734E-02 8.555782816E-03
 6.945233351E+02 1.312764671E-01 3.231737297E+03 1.186034399E+05 2.560229020E+03 3.209340557E+00 1.464449614E-01 3.794675203E-01 4.769461733E-03 4.470025703E-01 1.310691316E-02 7.964893810E-03
 7.097121063E+02 1.254179638E-01 3.245806777E+03 1.127563237E+05 2.549943471E+03 3.230434626E+00 1.457388751E-01 3.805769606E-01 4.757142204E-03 4.473655405E-01 1.273642624E-02 7.631767967E-03
 7.249008775E+02 1.199389770E-01 3.259809145E+03 1.071678257E+05 2.536735604E+03 3.253543816E+00 1.446845165E-01 3.822336085E-01 4.735012831E-03 4.479575409E-01 1.217338350E-02 7.103705186E-03
 7.400896488E+02 1.148425876E-01 3.272991996E+03 1.021152947E+05 2.525597482E+03 3.273826421E+00 1.440126561E-01 3.832892674E-01 4.726773252E-03 4.482799369E-01 1.180778124E-02 6.812618100E-03
 7.552784200E+02 1.100773376E-01 3.286032090E+03 9.730608528E+04 2.513291053E+03 3.294983497E+00 1.432059992E-01 3.845567181E-01 4.714971231E-03 4.486900858E-01 1.136655634E-02 6.447241411E-03
 7.704671912E+02 1.056422920E-01 3.298309772E+03 9.294823372E+04 2.502356992E+03 3.314474371E+00 1.424982468E-01 3.856687664E-01 4.704913554E-03 4.490435174E-01 1.098404832E-02 6.128063936E-03
 7.856559625E+02 1.014977120E-01 3.310405699E+03 8.880758440E+04 2.491105129E+03 3.334365163E+00 1.417342996E-01 3.868691065E-01 4.693069708E-03 4.494362181E-01 1.057124980E-02 5.774943586E-03
 8.008447337E+02 9.764703024E-02 3.321714127E+03 8.507414386E+04 2.481207906E+03 3.352477648E+00 1.410729571E-01 3.879082307E-01 4.683148356E-03 4.497694188E-01 1.021846405E-02 5.470956377E-03
 8.160335049E+02 9.405117629E-02 3.332906706E+03 8.150264211E+04 2.470301802E+03 3.371478369E+00 1.402904347E-01 3.891377524E-01 4.669933482E-03 4.501824027E-01 9.798140582E-03 5.099197591E-03
 8.312222761E+02 9.071456975E-02 3.343322676E+03 7.828964201E+04 2.461035537E+03 3.388078421E+00 1.397666551E-01 3.899607337E-01 4.665487659E-03 4.504171512E-01 9.515171119E-03 4.883359311E-03
 8.464110474E+02 8.761556599E-02 3.353553343E+03 7.523297425E+04 2.449781424E+03 3.405596822E+00 1.391199993E-01 3.909767778E-01 4.660045189E-03 4.507173657E-01 9.154721678E-03 4.617252270E-03
 8.615998186E+02 8.475306443E-02 3.363075715E+03 7.247464862E+04 2.441519484E+03 3.420857360E+00 1.386784309E-01 3.916705854E-01 4.657472984E-03 4.509044437E-01 8.916309216E-03 4.443282456E-03
 8.767885898E+02 8.211306707E-02 3.372093707E+03 6.993980879E+04 2.431866407E+03 3.436190952E+00 1.381120078E-01 3.925605644E-01 4.652372026E-03 4.511684126E-01 8.604133538E-03 4.206594287E-03
 8.919773611E+02 7.967073805E-02 3.380829408E+03 6.755270893E+04 2.423136762E+03 3.451127070E+00 1.375975676E-01 3.933688664E-01 4.647682799E-03 4.514070491E-01 8.323102122E-03 3.990510314E-03
 9.071661323E+02 7.742434890E-02 3.388805840E+03 6.543195528E+04 2.415517120E+03 3.464367513E+00 1.371527464E-01 3.940677811E-01 4.643798666E-03 4.516094994E-01 8.082883656E-03 3.804478170E-03
 9.223549035E+02 7.536004766E-02 3.396378504E+03 6.347005156E+04 2.407795352E+03 3.477326756E+00 1.366837316E-01 3.948047081E-01 4.639106767E-03 4.518303943E-01 7.828299338E-03 3.603616017E-03
 9.375436748E+02 7.346223253E-02 3.403640252E+03 6.163291560E+04 2.400663317E+03 3.489924387E+00 1.362457067E-01 3.954929428E-01 4.634579974E-03 4.520374349E-01 7.591785223E-03 3.414469407E-03
 9.527324460E+02 7.173701555E-02 3.410154048E+03 6.002218466E+04 2.394492688E+03 3.500881327E+00 1.358701001E-01 3.960831044E-01 4.630829879E-03 4.522119749E-01 7.391126193E-03 3.252898651E-03
 9.679212172E+02 7.017368482E-02 3.416246512E+03 5.854714107E+04 2.387594670E+03 3.511422091E+00 1.355355510E-01 3.966087559E-01 4.631079482E-03 4.523389982E-01 7.207707760E-03 3.134856958E-03
 9.831099884E+02 6.877335059E-02 3.421897052E+03 5.720550705E+04 2.381293865E+03 3.521288487E+00 1.352433083E-01 3.970679346E-01 4.632012891E-03 4.524437008E-01 7.047339316E-03 3.036707628E-03
 9.982987597E+02 6.753109574E-02 3.427040919E+03 5.600504565E+04 2.375885718E+03 3.530266601E+00 1.349926068E-01 3.974618429E-01 4.632826612E-03 4.525326085E-01 6.910775891E-03 2.952398138E-03
 1.013487531E+03 6.645001952E-02 3.431418039E+03 5.499938027E+04 2.371004345E+03 3.537815192E+00 1.347630557E-01 3.978225188E-01 4.633439112E-03 4.526155805E-01 6.785383252E-03 2.874257783E-03
 1.028676302E+03 6.552311219E-02 3.435215741E+03 5.413849755E+04 2.366604863E+03 3.544448651E+00 1.345522639E-01 3.981537193E-01 4.633835154E-03 4.526938338E-01 6.669773174E-03 2.801266997E-03
 1.043865073E+03 6.474581752E-02 3.438457270E+03 5.341195112E+04 2.362974535E+03 3.550115801E+00 1.343780016E-01 3.984275240E-01 4.634151823E-03 4.527583362E-01 6.574590127E-03 2.740753304E-03
 1.059053845E+03 6.411216068E-02 3.441143641E+03 5.281539664E+04 2.360015127E+03 3.554839001E+00 1.342352426E-01 3.986518299E-01 4.634382933E-03 4.528113646E-01 6.496753518E-03 2.690919255E-03
 1.074242616E+03 6.361342980E-02 3.443287131E+03 5.234292149E+04 2.357678201E+03 3.558629847E+00 1.341219657E-01 3.988298130E-01 4.634544098E-03 4.528536238E-01 6.435054621E-03 2.651182567E-03
 1.089431387E+03 6.323768500E-02 3.444918853E+03 5.198517255E+04 2.355911205E+03 3.561530550E+00 1.340359697E-01 3.989649316E-01 4.634652409E-03 4.528858274E-01 6.388245822E-03 2.620895060E-03
 1.104620158E+03 6.297224613E-02 3.446080629E+03 5.173148315E+04 2.354658463E+03 3.563604343E+00 1.339748063E-01 3.990610327E-01 4.634721504E-03 4.529088047E-01 6.354965944E-03 2.599286383E-03
 1.119808930E+03 6.279743711E-02 3.446847955E+03 5.156393783E+04 2.353829994E+03 3.564980269E+00 1.339342515E-01 3.991247533E-01 4.634762974E-03 4.529240845E-01 6.332900137E-03 2.584923129E-03
 1.134997701E+03 6.270759417E-02 3.447242155E+03 5.147766061E+04 2.353402312E+03 3.565690221E+00 1.339132731E-01 3.991577150E-01 4.634782661E-03 4.529320089E-01 6.321483233E-03 2.577479447E-03

