# Axial (center line) profile RAO nozzle / chemical equilibrium
# Columns:
# 1: Distance from throat [mm]
# 2: Density [kg/m3]
# 3: axial velocity [m/s]
# 4: pressure [Pa]
# 5: temperature [K]
# 6: Mach number [1]
# 7-12: Mass fractions of major species: CO, CO2, H2, H2O, OH, O2
 2.360001507E+02 7.277063857E-01 2.568587585E+03 8.060882173E+05 3.023533702E+03 2.307884156E+00 1.847548650E-01 3.192690943E-01 5.782434583E-03 4.233480700E-01 3.432867272E-02 2.752575108E-02
 2.445801552E+02 6.789706112E-01 2.601659418E+03 7.460199013E+05 3.004663576E+03 2.347053387E+00 1.832277817E-01 3.216689877E-01 5.735736561E-03 4.243842037E-01 3.342464540E-02 2.675249700E-02
 2.534175599E+02 6.330160733E-01 2.634440446E+03 6.897822734E+05 2.985264284E+03 2.386559830E+00 1.816112014E-01 3.242094685E-01 5.686178225E-03 4.254784431E-01 3.247660031E-02 2.592543765E-02
 2.625200867E+02 5.897823556E-01 2.666878514E+03 6.372738726E+05 2.964883800E+03 2.426703744E+00 1.798030259E-01 3.270509640E-01 5.628773902E-03 4.267275810E-01 3.142179355E-02 2.498052294E-02
 2.718956893E+02 5.491869562E-01 2.698951608E+03 5.883283517E+05 2.944250607E+03 2.466838589E+00 1.779979441E-01 3.298875568E-01 5.573789767E-03 4.279365457E-01 3.038228737E-02 2.404206535E-02
 2.815525599E+02 5.111104607E-01 2.730608728E+03 5.428224646E+05 2.923842670E+03 2.506868708E+00 1.762097060E-01 3.326976495E-01 5.519688925E-03 4.291272552E-01 2.935918713E-02 2.311084261E-02
 2.914991367E+02 4.754524660E-01 2.761876331E+03 5.005144919E+05 2.903480375E+03 2.547009208E+00 1.743901609E-01 3.355569030E-01 5.463976346E-03 4.303473466E-01 2.832279027E-02 2.215590963E-02
 3.017441108E+02 4.420445402E-01 2.792625120E+03 4.613845692E+05 2.883510816E+03 2.586444127E+00 1.727112973E-01 3.381950742E-01 5.416470602E-03 4.314171217E-01 2.737722018E-02 2.129340697E-02
 3.122964342E+02 4.107493693E-01 2.822954107E+03 4.251190857E+05 2.864092779E+03 2.625617200E+00 1.710770859E-01 3.407630599E-01 5.370097886E-03 4.324596947E-01 2.646117492E-02 2.045191596E-02
 3.231653272E+02 3.814613299E-01 2.852941488E+03 3.914539388E+05 2.844781950E+03 2.664857021E+00 1.694249157E-01 3.433592397E-01 5.322720635E-03 4.335195686E-01 2.553969921E-02 1.959513497E-02
 3.343602870E+02 3.540851207E-01 2.882591344E+03 3.602230880E+05 2.824959636E+03 2.704067640E+00 1.677906611E-01 3.459272433E-01 5.279006484E-03 4.345254672E-01 2.463510294E-02 1.876065849E-02
 3.458910956E+02 3.285273636E-01 2.911853318E+03 3.313238065E+05 2.805355068E+03 2.743261852E+00 1.661429167E-01 3.485164219E-01 5.234289796E-03 4.355464686E-01 2.372847063E-02 1.791213063E-02
 3.577678285E+02 3.046839623E-01 2.940759457E+03 3.045742996E+05 2.785774868E+03 2.782585121E+00 1.644568630E-01 3.511657741E-01 5.187779922E-03 4.365996913E-01 2.280603345E-02 1.703532906E-02
 3.700008633E+02 2.824600333E-01 2.969302488E+03 2.798397451E+05 2.765633518E+03 2.821792169E+00 1.628136334E-01 3.537478185E-01 5.146120859E-03 4.375824441E-01 2.190888432E-02 1.619975824E-02
 3.826008892E+02 2.617706978E-01 2.997428241E+03 2.570312569E+05 2.745794204E+03 2.860914415E+00 1.611612694E-01 3.563441983E-01 5.103553150E-03 4.385769421E-01 2.101312422E-02 1.535171212E-02
 3.955789159E+02 2.425229874E-01 3.025181816E+03 2.359807897E+05 2.725516533E+03 2.900411846E+00 1.594025951E-01 3.591076001E-01 5.056984694E-03 4.396498783E-01 2.006505715E-02 1.443547529E-02
 4.089462834E+02 2.246319329E-01 3.052548495E+03 2.165755124E+05 2.704578213E+03 2.939713383E+00 1.577112477E-01 3.617651992E-01 5.016486078E-03 4.406371519E-01 1.914918501E-02 1.358013248E-02
 4.227146719E+02 2.080160334E-01 3.079476207E+03 1.987340582E+05 2.684093787E+03 2.978844418E+00 1.560209053E-01 3.644212056E-01 4.975302766E-03 4.416292744E-01 1.824154682E-02 1.271676237E-02
 4.368961120E+02 1.925921287E-01 3.106027687E+03 1.823028826E+05 2.663612390E+03 3.018071325E+00 1.542984203E-01 3.671277023E-01 4.932885765E-03 4.426449470E-01 1.732189111E-02 1.182997429E-02
 4.515029954E+02 1.782767181E-01 3.132204126E+03 1.671778520E+05 2.642520665E+03 3.056988713E+00 1.526809839E-01 3.696691320E-01 4.897951948E-03 4.435536529E-01 1.644868824E-02 1.103050271E-02
 4.665480853E+02 1.650087098E-01 3.157932889E+03 1.533041840E+05 2.621927977E+03 3.095705108E+00 1.510611128E-01 3.722143763E-01 4.862126975E-03 4.444695233E-01 1.558264977E-02 1.021994109E-02
 4.820445278E+02 1.527126082E-01 3.183287256E+03 1.405490614E+05 2.601354690E+03 3.134527945E+00 1.494038634E-01 3.748183403E-01 4.824818257E-03 4.454128520E-01 1.470238532E-02 9.382048601E-03
 4.980058637E+02 1.413215331E-01 3.208271756E+03 1.288242448E+05 2.579970510E+03 3.172955941E+00 1.478854192E-01 3.772042023E-01 4.796851439E-03 4.462260347E-01 1.387927360E-02 8.659877873E-03
 5.144460396E+02 1.307761073E-01 3.232816549E+03 1.180820567E+05 2.559077183E+03 3.211209437E+00 1.463545114E-01 3.796096391E-01 4.767589033E-03 4.470532117E-01 1.305827825E-02 7.919936644E-03
 5.313794208E+02 1.210138225E-01 3.256975399E+03 1.082239376E+05 2.538378180E+03 3.249533773E+00 1.447804006E-01 3.820829492E-01 4.736209965E-03 4.479143410E-01 1.222218602E-02 7.145447866E-03
 5.488208034E+02 1.119747284E-01 3.280810717E+03 9.915681360E+04 2.516528277E+03 3.287478251E+00 1.433748023E-01 3.842914844E-01 4.716224908E-03 4.486212375E-01 1.145392221E-02 6.514513774E-03
 5.667854275E+02 1.036062063E-01 3.304249950E+03 9.084592939E+04 2.495008065E+03 3.325335792E+00 1.419522222E-01 3.865266952E-01 4.695161661E-03 4.493427004E-01 1.068295554E-02 5.866143746E-03
 5.852889903E+02 9.585423590E-02 3.327298486E+03 8.323198991E+04 2.474040767E+03 3.363033327E+00 1.405172646E-01 3.887813478E-01 4.672680963E-03 4.500787671E-01 9.914129829E-03 5.199123185E-03
 6.043476600E+02 8.866990211E-02 3.350124501E+03 7.620635874E+04 2.451587664E+03 3.400837853E+00 1.391885960E-01 3.908689941E-01 4.659432850E-03 4.507024909E-01 9.187244209E-03 4.636881391E-03
 6.239780898E+02 8.201013417E-02 3.372635019E+03 6.975745150E+04 2.429073842E+03 3.438497076E+00 1.379033634E-01 3.928883888E-01 4.648999501E-03 4.512870147E-01 8.481969379E-03 4.108568190E-03
 6.445611475E+02 7.572557320E-02 3.395151863E+03 6.375313078E+04 2.407047612E+03 3.476483344E+00 1.365999374E-01 3.949363650E-01 4.637014211E-03 4.518888201E-01 7.775388532E-03 3.558948902E-03
 6.651442052E+02 7.004862948E-02 3.416929858E+03 5.834831254E+04 2.384148791E+03 3.514145766E+00 1.353402166E-01 3.969156673E-01 4.630115124E-03 4.524325011E-01 7.091252646E-03 3.058399806E-03
 6.857272629E+02 6.489764899E-02 3.437930388E+03 5.349336336E+04 2.361313273E+03 3.550527205E+00 1.342694283E-01 3.985981146E-01 4.633090875E-03 4.528176321E-01 6.507402071E-03 2.694527360E-03
 7.063103206E+02 6.019110823E-02 3.458270845E+03 4.910893594E+04 2.339444451E+03 3.586159394E+00 1.331998244E-01 4.002786977E-01 4.634259241E-03 4.532181281E-01 5.927485490E-03 2.315984655E-03
 7.268933784E+02 5.582483178E-02 3.478305585E+03 4.508265290E+04 2.317948260E+03 3.621774436E+00 1.321008816E-01 4.020053753E-01 4.633573977E-03 4.536467510E-01 5.334518923E-03 1.911310076E-03
 7.474764361E+02 5.165554492E-02 3.498812229E+03 4.124304092E+04 2.293457663E+03 3.659339065E+00 1.310998746E-01 4.035781743E-01 4.647224717E-03 4.538976267E-01 4.817005332E-03 1.634204915E-03
 7.680594938E+02 4.762735659E-02 3.519928206E+03 3.756841497E+04 2.267440233E+03 3.698756668E+00 1.300736231E-01 4.051906359E-01 4.664500505E-03 4.541257558E-01 4.289818481E-03 1.370204372E-03
 7.886425515E+02 4.381589253E-02 3.541147596E+03 3.414176999E+04 2.241585603E+03 3.738786365E+00 1.290082129E-01 4.068646218E-01 4.679976939E-03 4.543882244E-01 3.739806643E-03 1.078089910E-03
 8.092256092E+02 4.007263597E-02 3.563834169E+03 3.079192304E+04 2.212120038E+03 3.783333282E+00 1.278692724E-01 4.086541367E-01 4.704126971E-03 4.545799369E-01 3.187956786E-03 8.063492292E-04
 8.298086669E+02 3.600240809E-02 3.589410078E+03 2.720612929E+04 2.177493072E+03 3.835390576E+00 1.267313959E-01 4.104419789E-01 4.746552907E-03 4.545581568E-01 2.713388451E-03 6.402180946E-04
 8.503917246E+02 3.668444245E-02 3.584664707E+03 2.781189417E+04 2.183685250E+03 3.825716084E+00 1.269392924E-01 4.101153301E-01 4.739123687E-03 4.545575696E-01 2.802029671E-03 6.725794071E-04
 8.709747823E+02 4.228344182E-02 3.548644464E+03 3.282034005E+04 2.233926728E+03 3.752370563E+00 1.287004228E-01 4.073482260E-01 4.684934386E-03 4.544511298E-01 3.590500088E-03 9.959288591E-04
 8.915578400E+02 6.952248134E-02 3.413712410E+03 5.842943859E+04 2.402383447E+03 3.499640989E+00 1.366664213E-01 3.948319263E-01 4.649163958E-03 4.516828220E-01 7.880734724E-03 3.667672434E-03
 9.121408977E+02 1.130846742E-01 3.272698214E+03 1.011699772E+05 2.537376505E+03 3.265931671E+00 1.452980090E-01 3.812697114E-01 4.760432856E-03 4.474380906E-01 1.254773550E-02 7.509469592E-03
 9.327239555E+02 1.549568991E-01 3.173257116E+03 1.438254877E+05 2.617801678E+03 3.113178297E+00 1.512770006E-01 3.718752204E-01 4.878530645E-03 4.441926030E-01 1.572618236E-02 1.042486876E-02
 9.533070132E+02 1.756129102E-01 3.130212588E+03 1.649850699E+05 2.646769223E+03 3.052274133E+00 1.533758856E-01 3.685773013E-01 4.921014282E-03 4.430587367E-01 1.683839953E-02 1.144224681E-02
 9.738900709E+02 1.691318443E-01 3.142622540E+03 1.582465437E+05 2.635959460E+03 3.071191810E+00 1.525011590E-01 3.699517244E-01 4.901169085E-03 4.435608319E-01 1.636753793E-02 1.100104205E-02
 9.944731286E+02 1.552060257E-01 3.170842563E+03 1.437638360E+05 2.613887693E+03 3.113554163E+00 1.507682886E-01 3.726745171E-01 4.862970476E-03 4.445364064E-01 1.544622430E-02 1.013372929E-02
 1.015056186E+03 1.396834406E-01 3.204884649E+03 1.278206876E+05 2.587957252E+03 3.164478872E+00 1.488626223E-01 3.756688121E-01 4.824919352E-03 4.455701578E-01 1.443381121E-02 9.206711092E-03
 1.035639244E+03 1.271004658E-01 3.234227675E+03 1.148758353E+05 2.561493973E+03 3.211170087E+00 1.468929496E-01 3.787636538E-01 4.786562204E-03 4.466447450E-01 1.337374657E-02 8.249606603E-03

