# Axial (center line) profile RAO nozzle / chemical equilibrium / Kerosene conditions
# Columns:
# 1: Axial distance from throat [mm]
# 2: Density [kg/m3]
# 3: axial velocity [m/s]
# 4: pressure [Pa]
# 5: temperature [K]
# 6: Mach number [1]
# 7-12: Mass fractions of major species: CO, CO2, H2, H2O, OH, O2
 2.276700492E+02 8.888475292E-01 2.404390175E+03 8.356207852E+05 2.679399969E+03 2.286576935E+00 4.081514931E-01 3.008989396E-01 9.888550206E-03 2.764603241E-01 3.905065994E-03 3.029295129E-04
 2.360001507E+02 8.305570821E-01 2.435389844E+03 7.712017873E+05 2.647690710E+03 2.328578301E+00 4.072520577E-01 3.023128498E-01 9.938616871E-03 2.764332686E-01 3.467336025E-03 2.468708090E-04
 2.445801552E+02 7.755560342E-01 2.465784816E+03 7.114578162E+05 2.617439123E+03 2.370042911E+00 4.063826629E-01 3.036794867E-01 9.987095536E-03 2.764026728E-01 3.049763369E-03 1.918028474E-04
 2.534175599E+02 7.236105751E-01 2.495875030E+03 6.555747389E+05 2.586348937E+03 2.411995947E+00 4.055072315E-01 3.050555072E-01 1.004407527E-02 2.761861323E-01 2.759917120E-03 1.665840107E-04
 2.625200867E+02 6.746823299E-01 2.525561941E+03 6.035310469E+05 2.555387547E+03 2.454092702E+00 4.046246638E-01 3.064427052E-01 1.010101657E-02 2.759873983E-01 2.453824186E-03 1.380737884E-04
 2.718956893E+02 6.286992579E-01 2.554768147E+03 5.552503583E+05 2.524859656E+03 2.496130309E+00 4.037433313E-01 3.078279256E-01 1.015734515E-02 2.758082845E-01 2.134705356E-03 1.063747508E-04
 2.815525599E+02 5.854890142E-01 2.583724761E+03 5.101393738E+05 2.491921719E+03 2.539460419E+00 4.027679338E-01 3.093608921E-01 1.022325169E-02 2.755091323E-01 1.859280563E-03 8.314624925E-05
 2.914991367E+02 5.449653380E-01 2.612226135E+03 4.683303573E+05 2.458000522E+03 2.583329281E+00 4.017467427E-01 3.109657599E-01 1.029506429E-02 2.751192821E-01 1.629046427E-03 6.846001031E-05
 3.017441108E+02 5.070150225E-01 2.640185596E+03 4.297498453E+05 2.424797530E+03 2.627012739E+00 4.007397236E-01 3.125483308E-01 1.036565500E-02 2.747509655E-01 1.389630702E-03 5.207136596E-05
 3.122964342E+02 4.714726864E-01 2.667756147E+03 3.939893536E+05 2.391253271E+03 2.671199094E+00 3.997017141E-01 3.141795640E-01 1.043874349E-02 2.743622066E-01 1.151144807E-03 3.539211644E-05
 3.231653272E+02 4.382442034E-01 2.694908493E+03 3.609058099E+05 2.356941446E+03 2.716271453E+00 3.985634043E-01 3.159683231E-01 1.052193080E-02 2.737913913E-01 1.007484580E-03 2.959359875E-05
 3.343602870E+02 4.071965547E-01 2.721508320E+03 3.304777295E+05 2.323336886E+03 2.761151385E+00 3.974445073E-01 3.177265609E-01 1.060372947E-02 2.732413241E-01 8.571583031E-04 2.304003181E-05
 3.458910956E+02 3.782276983E-01 2.747473768E+03 3.026178442E+05 2.291089068E+03 2.805376995E+00 3.963666199E-01 3.194203426E-01 1.068253108E-02 2.727219706E-01 7.037012169E-04 1.584521523E-05
 3.577678285E+02 3.511846525E-01 2.773094634E+03 2.768458948E+05 2.257970242E+03 2.850668579E+00 3.951752344E-01 3.212924175E-01 1.077008975E-02 2.720862425E-01 5.873627807E-04 1.122380596E-05
 3.700008633E+02 3.259677718E-01 2.798253411E+03 2.531370448E+05 2.224836178E+03 2.896427047E+00 3.939179703E-01 3.232679703E-01 1.086290850E-02 2.713674629E-01 5.056026000E-04 9.171785502E-06
 3.826008892E+02 3.024730671E-01 2.822918810E+03 2.313747549E+05 2.192116718E+03 2.942195802E+00 3.926745386E-01 3.252217785E-01 1.095486875E-02 2.706634291E-01 4.187902932E-04 6.809325868E-06
 3.955789159E+02 2.805968213E-01 2.847110532E+03 2.114025745E+05 2.159705394E+03 2.988054132E+00 3.914408079E-01 3.271603342E-01 1.104628461E-02 2.699721624E-01 3.263494233E-04 4.093976128E-06
 4.089462834E+02 2.602374200E-01 2.870906993E+03 1.930262927E+05 2.126773698E+03 3.034994935E+00 3.900246391E-01 3.293855055E-01 1.115055495E-02 2.691196198E-01 2.729633560E-04 2.996737184E-06
 4.227146719E+02 2.413134544E-01 2.894219369E+03 1.761936851E+05 2.094059796E+03 3.082236065E+00 3.885691846E-01 3.316723886E-01 1.125766395E-02 2.682294434E-01 2.305082659E-04 2.397008298E-06
 4.368961120E+02 2.237380585E-01 2.917020458E+03 1.608059545E+05 2.061493274E+03 3.129598872E+00 3.871196086E-01 3.339500292E-01 1.136453434E-02 2.673466094E-01 1.848467361E-04 1.695648552E-06
 4.515029954E+02 2.074206489E-01 2.939340994E+03 1.467327114E+05 2.028966096E+03 3.177208711E+00 3.856710707E-01 3.362260332E-01 1.147153607E-02 2.664684111E-01 1.356175615E-04 8.776154605E-07
 4.665480853E+02 1.922717903E-01 2.961230512E+03 1.338410512E+05 1.996363233E+03 3.225749225E+00 3.839791580E-01 3.388844050E-01 1.159518036E-02 2.654049975E-01 1.125885466E-04 6.433192350E-07
 4.820445278E+02 1.782155335E-01 2.982644023E+03 1.220640634E+05 1.964173430E+03 3.274487840E+00 3.822661926E-01 3.415758478E-01 1.172026800E-02 2.643236542E-01 9.355340225E-05 5.089773638E-07
 4.980058637E+02 1.651797007E-01 3.003574386E+03 1.113173148E+05 1.932526789E+03 3.323228066E+00 3.805819881E-01 3.442220981E-01 1.184340091E-02 2.632620965E-01 7.333585587E-05 3.535562880E-07
 5.144460396E+02 1.530952716E-01 3.024031315E+03 1.015145554E+05 1.901418454E+03 3.371967623E+00 3.789262818E-01 3.468235688E-01 1.196460291E-02 2.622202114E-01 5.188630061E-05 1.748604547E-07
 5.313794208E+02 1.418952628E-01 3.044065034E+03 9.255674813E+04 1.870417859E+03 3.421448060E+00 3.770158225E-01 3.498252950E-01 1.210341076E-02 2.610030060E-01 4.109726589E-05 1.086929168E-07
 5.488208034E+02 1.315201006E-01 3.063644736E+03 8.438911378E+04 1.839852018E+03 3.471173781E+00 3.750372225E-01 3.529340781E-01 1.224687563E-02 2.597377276E-01 3.424959585E-05 8.793900664E-08
 5.667854275E+02 1.219081771E-01 3.082774868E+03 7.694536848E+04 1.809824919E+03 3.520926966E+00 3.730935221E-01 3.559880255E-01 1.238789708E-02 2.584953553E-01 2.697312291E-05 6.384899061E-08
 5.852889903E+02 1.130068164E-01 3.101469042E+03 7.016113768E+04 1.780268954E+03 3.570771101E+00 3.711803484E-01 3.589940079E-01 1.252679578E-02 2.572731158E-01 1.923166413E-05 3.600498748E-08
 6.043476600E+02 1.047536697E-01 3.119720571E+03 6.398389760E+04 1.751489096E+03 3.620498264E+00 3.691872234E-01 3.621256059E-01 1.267126424E-02 2.559978182E-01 1.302709765E-05 1.370693906E-08
 6.239780898E+02 9.709543947E-02 3.137608712E+03 5.834309876E+04 1.723098196E+03 3.670733155E+00 3.669158510E-01 3.656943791E-01 1.283522846E-02 2.545389947E-01 1.110422797E-05 1.163620582E-08
 6.445611475E+02 8.987035184E-02 3.155415544E+03 5.310848453E+04 1.694653958E+03 3.721999231E+00 3.646402482E-01 3.692697983E-01 1.299954017E-02 2.530776264E-01 9.015887656E-06 9.163295911E-09
 6.651442052E+02 8.336232953E-02 3.172336286E+03 4.847145181E+04 1.667555104E+03 3.771849434E+00 3.624723151E-01 3.726760465E-01 1.315611975E-02 2.516855757E-01 6.863637362E-06 6.381290800E-09
 6.857272629E+02 7.748839306E-02 3.188431748E+03 4.435370593E+04 1.641785765E+03 3.820280441E+00 3.604107795E-01 3.759151229E-01 1.330505630E-02 2.503620142E-01 4.656873983E-06 3.290888729E-09
 7.063103206E+02 7.218009209E-02 3.203764149E+03 4.068601397E+04 1.617169506E+03 3.867615394E+00 3.582677188E-01 3.792822893E-01 1.345972968E-02 2.489853774E-01 3.054691307E-06 1.064063596E-09
 7.268933784E+02 6.734441478E-02 3.218472269E+03 3.739076719E+04 1.593357481E+03 3.914419340E+00 3.558749756E-01 3.830417528E-01 1.363211106E-02 2.474468754E-01 2.656853728E-06 9.323695494E-10
 7.474764361E+02 6.291662002E-02 3.232638790E+03 3.441449138E+04 1.569112366E+03 3.961543659E+00 3.534387340E-01 3.868695603E-01 1.380764216E-02 2.458804417E-01 2.216693963E-06 7.719327226E-10
 7.680594938E+02 5.883499090E-02 3.246378853E+03 3.170490606E+04 1.545455375E+03 4.008443187E+00 3.510616044E-01 3.906044911E-01 1.397892841E-02 2.443520491E-01 1.755376791E-06 5.894505130E-10
 7.886425515E+02 5.502686405E-02 3.259819897E+03 2.921673147E+04 1.522595377E+03 4.054989123E+00 3.487645720E-01 3.942135735E-01 1.414445679E-02 2.428751886E-01 1.278596264E-06 3.862785766E-10
 8.092256092E+02 5.136149090E-02 3.273338719E+03 2.686931076E+04 1.500281021E+03 4.101925304E+00 3.465223779E-01 3.977364941E-01 1.430604719E-02 2.414336197E-01 7.814185252E-07 1.587311000E-10
 8.298086669E+02 4.779513976E-02 3.287192581E+03 2.461902935E+04 1.477379538E+03 4.151339419E+00 3.438511313E-01 4.019335381E-01 1.449842828E-02 2.397158527E-01 5.178144556E-07 4.762348855E-11
 8.503917246E+02 4.421396348E-02 3.301902300E+03 2.239298285E+04 1.452697851E+03 4.205602656E+00 3.406847593E-01 4.069085187E-01 1.472637581E-02 2.376794420E-01 4.405942293E-07 4.119085408E-11
 8.709747823E+02 4.059505871E-02 3.317687903E+03 2.017913791E+04 1.425643315E+03 4.265964045E+00 3.372139843E-01 4.123617749E-01 1.497624378E-02 2.354472670E-01 3.479769945E-07 3.258530931E-11
 8.915578400E+02 3.715325118E-02 3.333607801E+03 1.811496277E+04 1.398239852E+03 4.328591851E+00 3.336984515E-01 4.178853539E-01 1.522934101E-02 2.331863162E-01 2.453310093E-07 2.201532512E-11
 9.121408977E+02 3.493242418E-02 3.344204146E+03 1.680711658E+04 1.380162986E+03 4.371204190E+00 3.313794111E-01 4.215290129E-01 1.539630208E-02 2.316948731E-01 1.724447795E-07 1.387655618E-11
 9.327239555E+02 3.653090467E-02 3.336096328E+03 1.775384501E+04 1.393753224E+03 4.338883017E+00 3.331228711E-01 4.187897015E-01 1.527077981E-02 2.328161429E-01 2.278584102E-07 2.012642212E-11
 9.533070132E+02 4.655848346E-02 3.289327074E+03 2.402787565E+04 1.479990204E+03 4.150226666E+00 3.441860314E-01 4.014073462E-01 1.447431075E-02 2.399312300E-01 5.347356085E-07 4.992654482E-11
 9.738900709E+02 8.157359462E-02 3.167586372E+03 4.840634048E+04 1.701649587E+03 3.728825994E+00 3.651992476E-01 3.683915071E-01 1.295897731E-02 2.534359884E-01 1.011322930E-05 1.101218348E-08
 9.944731286E+02 1.326919174E-01 3.052005822E+03 8.718519211E+04 1.883880481E+03 3.418506989E+00 3.778860311E-01 3.484580324E-01 1.203987884E-02 2.615572713E-01 4.618343301E-05 1.289303009E-07
 1.015056186E+03 1.778186334E-01 2.971403443E+03 1.235224516E+05 1.992090222E+03 3.240298477E+00 3.837503713E-01 3.392438934E-01 1.161135009E-02 2.652563955E-01 1.139173608E-04 6.701865989E-07
 1.035639244E+03 1.855330473E-01 2.958949298E+03 1.298347832E+05 2.006280173E+03 3.215568175E+00 3.845056683E-01 3.380571548E-01 1.155628212E-02 2.657339063E-01 1.216490947E-04 7.210706619E-07

